"행정구역","2013년_총인구수","2013년_세대수","2013년_남자 인구수","2013년_여자 인구수","2014년_총인구수","2014년_세대수","2014년_남자 인구수","2014년_여자 인구수","2015년_총인구수","2015년_세대수","2015년_남자 인구수","2015년_여자 인구수","2016년_총인구수","2016년_세대수","2016년_남자 인구수","2016년_여자 인구수","2017년_총인구수","2017년_세대수","2017년_남자 인구수","2017년_여자 인구수","2018년_총인구수","2018년_세대수","2018년_남자 인구수","2018년_여자 인구수","2019년_총인구수","2019년_세대수","2019년_남자 인구수","2019년_여자 인구수","2020년_총인구수","2020년_세대수","2020년_남자 인구수","2020년_여자 인구수","2021년_총인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수","2022년_총인구수","2022년_세대수","2022년_남자 인구수","2022년_여자 인구수"
"제주특별자치도  (5000000000)","593,806","238,465","297,504","296,302","607,346","246,516","304,656","302,690","624,395","256,928","313,428","310,967","641,597","266,972","322,545","319,052","657,083","278,203","330,823","326,260","667,191","287,104","335,719","331,472","670,989","293,155","337,345","333,644","674,635","302,033","338,609","336,026","676,759","307,529","339,177","337,582","678,159","311,355","339,590","338,569"
